,condition_0_Cntrl_1_Wuhan_3_Omicron_4_SYN1,time_in_sec,Cyto_DM,Nuclei_DM,Nucleoli_DM,Ld_DM,Mito_DM,Syncytia_Score
19,0.0,210.0,0.00030520497,0.0005450824,0.0007990998,0.0009709507,0.0004728426,0.0
20,0.0,210.0,0.00025879976,0.0003572956,0.0006080658,0.00011734963,0.00044279246,0.0
21,0.0,210.0,0.00027797124,0.00033839582,0.00054145424,0.00011734963,0.00039081564,0.0
22,0.0,210.0,0.0002983257,0.0003785648,0.0007404209,0.0013547471,0.0004683207,0.0
23,0.0,210.0,0.0002703776,0.00040567917,0.0006565941,0.0010584348,0.00047653145,0.0
24,0.0,210.0,0.0002772297,0.00035324856,0.0005999013,0.00011734963,0.00039982438,0.0
25,0.0,210.0,0.0003715954,0.0005746307,0.0008814791,0.0011050206,0.00055217673,0.0
26,0.0,210.0,0.00029408254,0.00038672343,0.00065909425,0.001564411,0.00048431347,0.0
27,0.0,210.0,0.0003884673,0.0004842887,0.0008149287,0.0013352318,0.0005424389,0.0
28,0.0,210.0,0.00031257735,0.00042137702,0.000655865,0.0010970581,0.000469927,0.0
29,0.0,240.0,0.0004739653,0.00055433094,0.00036214283,0.0012311476,0.00066787493,0.0
30,0.0,240.0,0.0003175684,0.00041382606,0.0007549684,0.0013566242,0.0005037213,0.0
31,0.0,240.0,0.000261574,0.0003381372,0.0005402676,0.0010136482,0.00040022386,0.0
32,0.0,240.0,0.00027572905,0.00038011288,0.00062561955,0.00011734963,0.00041317023,0.0
33,0.0,240.0,0.00023904051,0.00034765384,0.0005727511,0.00080446934,0.00037960056,0.0
34,0.0,240.0,0.0002856696,0.00038291494,0.00056303275,0.0009103234,0.00038339532,0.0
35,0.0,240.0,0.0002981562,0.00032314946,0.00067290553,0.0011266856,0.00045669085,0.0
36,0.0,240.0,0.00026755358,0.0004472987,0.00073246047,0.0011243233,0.0004834602,0.0
37,0.0,240.0,0.00030365228,0.0003986587,0.0006514637,0.0008892606,0.00046494612,0.0
38,0.0,240.0,0.00033818212,0.0004358013,0.00067061186,0.000923338,0.00047423685,0.0
39,0.0,240.0,0.00030227235,0.00041318368,0.000705846,0.0010453482,0.0004768079,0.0
40,0.0,240.0,0.00025178326,0.00038543396,0.00070845557,0.000933733,0.00049368467,0.0
41,0.0,240.0,0.00031656143,0.00044949283,0.000727429,0.0010789919,0.0004417957,0.0
42,0.0,240.0,0.00027861955,0.00038553224,0.00057433546,0.0011353334,0.00042175915,0.0
43,0.0,270.0,0.0002569988,0.00037455594,0.00065259944,0.0011163198,0.00037959582,0.0
44,0.0,270.0,0.00035648636,0.00043144455,0.0007151151,0.00079350366,0.0005091267,0.0
45,0.0,270.0,0.00038797176,0.00041814163,0.00076635584,0.001419093,0.000524372,0.0
46,0.0,270.0,0.00026212167,0.00037251096,0.0005938898,0.001093245,0.00042832282,0.0
47,0.0,270.0,0.00027312658,0.00039385303,0.0006150764,0.0009699325,0.00043369943,0.0
48,0.0,270.0,0.0002953761,0.00043935966,0.00066047336,0.00011734963,0.00047121072,0.0
49,0.0,270.0,0.00027399758,0.00038621534,0.0006289179,0.0011014416,0.00042398248,0.0
50,0.0,270.0,0.00029327627,0.0004677231,0.00074238353,0.00063581474,0.00046952657,0.0
51,0.0,270.0,0.0002521961,0.0003324371,0.00067666115,0.0013407309,0.0004352311,0.0
52,0.0,270.0,0.00035121615,0.00075390894,0.0010679065,0.0015284128,0.00048534782,0.0
53,0.0,270.0,0.00029358882,0.0003760789,0.00060891313,0.00083749724,0.00044214507,0.0
54,0.0,270.0,0.0003208605,0.00040871603,0.0006522937,0.001416111,0.00043812842,0.0
55,0.0,270.0,0.0002918188,0.00039162644,0.0006624596,0.0010644665,0.00045623808,0.0
56,0.0,270.0,0.0002894209,0.000392345,0.00067122676,0.0009110928,0.00053458504,0.0
57,0.0,300.0,0.00027749524,0.0004627802,0.0006785758,0.0011824989,0.00041219787,0.0
58,0.0,300.0,0.0002946732,0.00035373546,0.0006100782,0.0009051586,0.0004918203,0.0
59,0.0,300.0,0.0004617107,0.00043321264,0.00076083606,0.0015248682,0.0006367927,0.0
60,0.0,300.0,0.00029450294,0.00046374297,0.00061111694,0.0011021105,0.00046174144,0.0
61,0.0,300.0,0.00024965685,0.00034176273,0.00058498007,0.0012827461,0.00040852523,0.0
62,0.0,300.0,0.00027315813,0.0003915415,0.0005741068,0.00094892015,0.00045259937,0.0
63,0.0,300.0,0.00024076588,0.00039755323,0.00066014007,0.00119883,0.00040133653,0.0
64,0.0,300.0,0.0003027874,0.0003892752,0.0006804874,0.00011734963,0.00054873276,0.0
65,0.0,300.0,0.0002614914,0.00039050385,0.000543648,0.00011734963,0.00041558375,0.0
66,0.0,300.0,0.00025696884,0.00038099842,0.0006585171,0.001129392,0.00046240215,0.0
67,0.0,300.0,0.00025473183,0.0003324036,0.0006722135,0.0010884666,0.00042467628,0.0
68,0.0,300.0,0.00025070968,0.00035459996,0.0005902897,0.0010357429,0.00038796163,0.0
69,0.0,300.0,0.00031959734,0.00047652426,0.00070952333,0.00074774737,0.0004208468,0.0
70,0.0,300.0,0.0002757786,0.00036432178,0.00061295385,0.00011734963,0.0004319265,0.0
71,0.0,300.0,0.00024199988,0.00029012669,0.0005714667,0.0008709985,0.00037365113,0.0
72,0.0,330.0,0.00027206063,0.00041267357,0.0006538688,0.0012228605,0.00044159955,0.0
73,0.0,330.0,0.0003874513,0.0005289267,0.00082349003,0.001121023,0.0005500585,0.0
74,0.0,330.0,0.00047517143,0.00071965647,0.0011361361,0.0020615412,0.00060067506,0.0
75,0.0,330.0,0.00034621154,0.0005052286,0.0007016266,0.00097232015,0.0005302354,0.0
76,0.0,330.0,0.00030164293,0.00034843019,0.00063370116,0.0010360552,0.00047071135,0.0
77,0.0,330.0,0.00026656283,0.0003498467,0.00050637254,0.0009929384,0.00044685084,0.0
78,0.0,330.0,0.00025367766,0.00036141387,0.0005893756,0.0012730587,0.00044946244,0.0
79,0.0,330.0,0.00024346316,0.00037393288,0.0006231735,0.0010835227,0.00042556055,0.0
80,0.0,330.0,0.00026392497,0.00039459197,0.0006339343,0.00011734963,0.0004223181,0.0
81,0.0,330.0,0.0002610313,0.00034924183,0.0005705498,0.0007205486,0.00041073363,0.0
82,0.0,330.0,0.00024909392,0.0003702879,0.0006603049,0.0007787768,0.0004670153,0.0
83,0.0,330.0,0.00029005334,0.0004304972,0.0007282197,0.0010948502,0.0004881802,0.0
84,0.0,330.0,0.00028222508,0.00039812538,0.0005878951,0.00092848414,0.0004373845,0.0
85,0.0,330.0,0.00029284938,0.00042165513,0.00065242016,0.0010782052,0.00038965174,0.0
86,0.0,330.0,0.0002480016,0.0003112966,0.00063027814,0.00088103476,0.0003980838,0.0
87,0.0,330.0,0.0003697292,0.00050699734,0.0006910314,0.0012106324,0.00052314,0.0
88,0.0,360.0,0.0003642661,0.0005714218,0.0008942977,0.0009979061,0.00052732916,0.0
89,0.0,360.0,0.00035115713,0.0004942948,0.0008417315,0.0018495629,0.00053502765,0.0
90,0.0,360.0,0.0003511957,0.00043419347,0.0006531238,0.0011733291,0.0005248041,0.0
91,0.0,360.0,0.00038189374,0.0005206432,0.000735043,0.0011029218,0.0005155711,0.0
92,0.0,360.0,0.00029613165,0.00037059965,0.0005622996,0.0009408468,0.0004969883,0.0
93,0.0,360.0,0.0002744914,0.00042832724,0.00072284543,0.001066906,0.00045819077,0.0
94,0.0,360.0,0.00027215874,0.00040225792,0.00067116786,0.0012736331,0.00044053953,0.0
95,0.0,360.0,0.00024098773,0.00037714618,0.00061170675,0.0010478974,0.00042649254,0.0
96,0.0,360.0,0.00026059774,0.00033512161,0.0005503701,0.00011734963,0.00041251298,0.0
97,0.0,360.0,0.00024575475,0.000361916,0.0006354595,0.00011734963,0.00044756033,0.0
98,0.0,360.0,0.00029887102,0.00043997593,0.00062585744,0.001077459,0.0004449901,0.0
99,0.0,360.0,0.00027825558,0.00034396088,0.00064570544,0.00011734963,0.00043999014,0.0
100,0.0,360.0,0.00025087703,0.00037371117,0.0006756161,0.00095090875,0.0004648578,0.0
101,0.0,360.0,0.00027216188,0.00033522796,0.0005521891,0.00011734963,0.0003726054,0.0
102,0.0,360.0,0.00026461217,0.0003292178,0.0006453664,0.0010373102,0.0004293547,0.0
103,0.0,360.0,0.00023252454,0.00040792103,0.0007246664,0.0008308003,0.00035382502,0.0
104,0.0,390.0,0.00041524688,0.000521122,0.0008908674,0.00093937694,0.00052874075,0.0
105,0.0,390.0,0.0003939595,0.0005353091,0.000770616,0.0010225968,0.00057599973,0.0
106,0.0,390.0,0.0003674114,0.0003871848,0.0005770401,0.00111763,0.0005312722,0.0
107,0.0,390.0,0.00023882744,0.00035556342,0.00057360536,0.0010036373,0.00039946905,0.0
108,0.0,390.0,0.0002577704,0.0003266598,0.00054982916,0.00011734963,0.00042722467,0.0
109,0.0,390.0,0.000249055,0.0003399763,0.0006638351,0.0012810709,0.00042922655,0.0
110,0.0,390.0,0.00024848653,0.00037120652,0.0006474107,0.00011734963,0.0004385028,0.0
111,0.0,390.0,0.00028124047,0.00041732567,0.00067599816,0.0011896198,0.00044278178,0.0
112,0.0,390.0,0.0002724667,0.00038977887,0.00067794113,0.00011734963,0.00050814444,0.0
113,0.0,390.0,0.0002979587,0.00047892446,0.0007803985,0.00011734963,0.00045333148,0.0
114,0.0,390.0,0.0002909785,0.00032765797,0.00050738966,0.0010007955,0.0004039806,0.0
115,0.0,390.0,0.00026031604,0.00036257593,0.0006919605,0.0013438909,0.00046706968,0.0
116,0.0,390.0,0.00022349987,0.00043075785,0.0007455135,0.0011467362,0.00037661532,0.0
117,0.0,390.0,0.00027330074,0.00043921347,0.0007124062,0.0012735381,0.00047472614,0.0
118,0.0,390.0,0.00024792508,0.00033684395,0.00054916006,0.000981935,0.00045352534,0.0
119,0.0,390.0,0.00028784195,0.00035428253,0.0005548429,0.0009917486,0.0004479391,0.0
120,0.0,390.0,0.00029764112,0.00060315954,0.0006657983,0.0012242893,0.00044762882,0.0
121,0.0,420.0,0.0005153818,0.0006925994,0.0009561943,0.00011734963,0.00070593634,0.0
122,0.0,420.0,0.00034671027,0.00043779323,0.00065062434,0.0010105529,0.00050291105,0.0
123,0.0,420.0,0.00024666876,0.00040288572,0.00069698866,0.0010690844,0.00043021626,0.0
124,0.0,420.0,0.00028921486,0.00037112486,0.0005894085,0.00011734963,0.00044243812,0.0
125,0.0,420.0,0.00026849247,0.0003350002,0.0006606169,0.0011874961,0.00043739827,0.0
126,0.0,420.0,0.00023619492,0.00036718944,0.00063031784,0.00011734963,0.00040807755,0.0
127,0.0,420.0,0.00029525612,0.00044662145,0.0007799571,0.001088075,0.00044952845,0.0
128,0.0,420.0,0.00032481228,0.00045888824,0.0007558402,0.00011734963,0.0005971239,0.0
129,0.0,420.0,0.00029636847,0.00042900938,0.0006314595,0.00011734963,0.00043139252,0.0
130,0.0,420.0,0.00023839752,0.00037841266,0.0006546101,0.0010061074,0.00037620886,0.0
131,0.0,420.0,0.00028614528,0.00038318022,0.0006844393,0.00011734963,0.00045230077,0.0
132,0.0,420.0,0.00026986405,0.0004056147,0.00063856633,0.0012909606,0.00044014273,0.0
133,0.0,420.0,0.00034312272,0.00060542644,0.00094090146,0.0012792378,0.0004748423,0.0
134,0.0,420.0,0.00030847994,0.00040819548,0.00062928715,0.0008825758,0.00045007368,0.0
135,0.0,420.0,0.00027158408,0.00034784782,0.00052525586,0.0010847491,0.00044115455,0.0
136,0.0,420.0,0.00029819054,0.0003549947,0.0005745581,0.00011734963,0.0004176913,0.0
137,0.0,420.0,0.00026652846,0.0003685808,0.000671569,0.001230057,0.0004296662,0.0
138,0.0,450.0,0.00045492974,0.00040170216,0.0006945163,0.0008653856,0.0005836117,0.0
139,0.0,450.0,0.00029227516,0.00040985973,0.0005982419,0.0010657855,0.00044613297,0.0
140,0.0,450.0,0.0003514837,0.0005706303,0.00077499537,0.0010601949,0.0004794003,0.0
141,0.0,450.0,0.00030725525,0.000480569,0.00077007303,0.0013587507,0.00048906833,0.0
142,0.0,450.0,0.0002477761,0.00035310132,0.00057658507,0.001278082,0.00039618168,0.0
143,0.0,450.0,0.00024009646,0.0003975046,0.0006505366,0.00090962177,0.00045544593,0.0
144,0.0,450.0,0.00024629914,0.00033349628,0.0005549754,0.00011734963,0.00039725186,0.0
145,0.0,450.0,0.00023745788,0.00036847198,0.00036214283,0.00011734963,0.0003656113,0.0
146,0.0,450.0,0.00025221662,0.00037758076,0.0007145865,0.0009090329,0.0004759966,0.0
147,0.0,450.0,0.00028005394,0.00042920493,0.00071688904,0.0012851419,0.0004705422,0.0
148,0.0,450.0,0.0002452937,0.00043275967,0.0007801601,0.00011734963,0.00046017516,0.0
149,0.0,450.0,0.0003289542,0.00048985734,0.0008173929,0.0007564735,0.00050367805,0.0
150,0.0,450.0,0.0002458596,0.00034046103,0.00060182344,0.0012495613,0.00037366792,0.0
151,0.0,450.0,0.00028539952,0.00032863996,0.0005167897,0.00011734963,0.000382682,0.0
152,0.0,450.0,0.00027534543,0.00042816394,0.00075733446,0.0010908614,0.00044550138,0.0
153,0.0,480.0,0.00029533377,0.00041831037,0.0006277103,0.0010981131,0.00047603782,0.0
154,0.0,480.0,0.00029666568,0.0004065069,0.00063147803,0.0011458324,0.0004421689,0.0
155,0.0,480.0,0.00029282458,0.00043526228,0.0006052355,0.0012636061,0.00046141518,0.0
156,0.0,480.0,0.0002539804,0.00038798526,0.00063783873,0.0014537049,0.00041873663,0.0
157,0.0,480.0,0.00022116887,0.0003685642,0.00060623046,0.0009528917,0.00038755123,0.0
158,0.0,480.0,0.00023110474,0.0003703293,0.0005671929,0.0009528637,0.0004168372,0.0
159,0.0,480.0,0.00025243152,0.00036543555,0.00067781063,0.000533514,0.00039989606,0.0
160,0.0,480.0,0.00024032334,0.00032526554,0.000581226,0.0011680052,0.00038328304,0.0
161,0.0,480.0,0.00027114633,0.00036251725,0.00069195655,0.001280527,0.00047048987,0.0
162,0.0,480.0,0.000235492,0.00038450386,0.00069685385,0.00096491823,0.0004240033,0.0
163,0.0,480.0,0.00025444455,0.00032027037,0.00056128413,0.000794425,0.0003894927,0.0
164,0.0,480.0,0.00033567203,0.0004164893,0.000645963,0.00011734963,0.00048429242,0.0
165,0.0,480.0,0.00025458794,0.00046748147,0.00084079645,0.0011999756,0.0004347562,0.0
166,0.0,480.0,0.00023133667,0.00032930425,0.000586139,0.00011734963,0.00036443435,0.0
167,0.0,510.0,0.00029839983,0.00044069896,0.0007031807,0.00011734963,0.000428763,0.0
168,0.0,510.0,0.00023942509,0.0003895426,0.0006010901,0.0012133983,0.00040250644,0.0
169,0.0,510.0,0.0002216938,0.00036182516,0.00057853333,0.0009435565,0.00040377342,0.0
170,0.0,510.0,0.00022919051,0.00033086975,0.00062450324,0.00011734963,0.0003727073,0.0
171,0.0,510.0,0.00024674993,0.00034103304,0.00058191543,0.0009607093,0.00040041865,0.0
172,0.0,510.0,0.00027840835,0.00035404344,0.00060481275,0.0012606783,0.00042166296,0.0
173,0.0,510.0,0.0002856921,0.0003431505,0.0006443402,0.0014737122,0.00046167723,0.0
174,0.0,510.0,0.00023633605,0.0004225008,0.0007073221,0.0007655042,0.00042089378,0.0
175,0.0,510.0,0.00024327966,0.0003243604,0.00060705375,0.0006292487,0.00038610533,0.0
176,0.0,510.0,0.00029750794,0.0003706792,0.00061986275,0.00090289116,0.0004227666,0.0
177,0.0,510.0,0.000244676,0.0004256461,0.0007829273,0.0012067795,0.00045937666,0.0
178,0.0,510.0,0.00023436254,0.00033873037,0.00060511596,0.0009977019,0.0003814744,0.0
179,0.0,510.0,0.00030423183,0.00038340667,0.0005580453,0.0010490003,0.0004510548,0.0
180,0.0,510.0,0.00028911632,0.00043708656,0.00036214283,0.0011386039,0.00047858682,0.0
181,0.0,540.0,0.00039672348,0.000514825,0.00071983115,0.0012653561,0.00053292955,0.0
182,0.0,540.0,0.00028568786,0.000469885,0.0007097883,0.001485017,0.0004675404,0.0
183,0.0,540.0,0.0002862827,0.0004181968,0.0005614106,0.0011589967,0.00043055997,0.0
184,0.0,540.0,0.00022178446,0.000377029,0.0006042589,0.0009794423,0.0004110853,0.0
185,0.0,540.0,0.00031338437,0.0004565423,0.000723829,0.0014427563,0.0004950059,0.0
186,0.0,540.0,0.0002739387,0.00032622844,0.00059927575,0.0012229937,0.0004205822,0.0
187,0.0,540.0,0.00022708288,0.0003624426,0.0006080194,0.0010656739,0.00040157305,0.0
188,0.0,540.0,0.00030737996,0.0005127458,0.00075173425,0.00011734963,0.00052876485,0.0
189,0.0,540.0,0.0002729604,0.0004994661,0.00083670166,0.0014716525,0.0005542072,0.0
190,0.0,540.0,0.00025183844,0.00041680547,0.0006559616,0.0010750341,0.00044280733,0.0
191,0.0,540.0,0.00026686265,0.00040834773,0.00068683433,0.00011734963,0.00042890268,0.0
192,0.0,540.0,0.0002278272,0.00040083658,0.000711759,0.0012248848,0.00039485306,0.0
193,0.0,540.0,0.00026622866,0.00042162387,0.00064609485,0.00089679623,0.000395945,0.0
194,0.0,570.0,0.00030903268,0.0004333823,0.00071806926,0.0012441821,0.00045670124,0.0
195,0.0,570.0,0.00029840917,0.00040657807,0.00036214283,0.00011734963,0.0004813879,0.0
196,0.0,570.0,0.00031696778,0.00040716864,0.0005350079,0.0010977257,0.0004766544,0.0
197,0.0,570.0,0.0002470207,0.0004591011,0.0007457781,0.0012087494,0.00043336302,0.0
198,0.0,570.0,0.00021974264,0.000381746,0.0006198074,0.0009260502,0.0004127421,0.0
199,0.0,570.0,0.0003829655,0.0003689388,0.0006318898,0.0013540733,0.0005673756,0.0
200,0.0,570.0,0.00024152275,0.00032636148,0.000602535,0.00011734963,0.000369651,0.0
201,0.0,570.0,0.0002500613,0.00034783856,0.0005736169,0.0009121096,0.00041174286,0.0
202,0.0,570.0,0.00024893502,0.00033994974,0.00059834897,0.00011734963,0.0003978555,0.0
203,0.0,570.0,0.00027690377,0.00039036892,0.0006748455,0.0013851225,0.00047361178,0.0
204,0.0,570.0,0.00028651603,0.0004380381,0.00066638726,0.00011734963,0.00040822002,0.0
205,0.0,570.0,0.0003538752,0.00051110296,0.000861742,0.0013579606,0.00062400254,0.0
206,0.0,570.0,0.00029421502,0.00048365287,0.00077647273,0.0012509928,0.0003997668,0.0
207,0.0,570.0,0.00026297584,0.00036548084,0.0005767009,0.000674727,0.00041788985,0.0
208,0.0,570.0,0.00023533533,0.00037974102,0.0006696095,0.0012962006,0.00040688543,0.0
209,0.0,600.0,0.0003272225,0.00042671178,0.0006762098,0.0010785566,0.00045548234,0.0
210,0.0,600.0,0.00026649798,0.0004032138,0.00065555045,0.0008244706,0.00039329202,0.0
211,0.0,600.0,0.00026751825,0.0004915866,0.00079864153,0.0010508315,0.0004603294,0.0
212,0.0,600.0,0.00028274686,0.00029299463,0.0005935313,0.0010705238,0.00041657523,0.0
213,0.0,600.0,0.00022036178,0.0003717347,0.0006343594,0.00075294974,0.00040696777,0.0
214,0.0,600.0,0.00026249673,0.00032268182,0.0005733001,0.00011734963,0.0003948641,0.0
215,0.0,600.0,0.00024153218,0.00035435104,0.0005687138,0.0010086871,0.00040564235,0.0
216,0.0,600.0,0.0002573106,0.00037680595,0.0006329185,0.00011734963,0.00040500288,0.0
217,0.0,600.0,0.00026534116,0.0003839129,0.00067132246,0.0008900323,0.0004035376,0.0
218,0.0,600.0,0.00027760793,0.00047332884,0.0007815177,0.0014718128,0.000447146,0.0
219,0.0,600.0,0.00030000275,0.0004271102,0.00058791565,0.00011734963,0.00040588438,0.0
220,0.0,600.0,0.0003248543,0.00046564345,0.00080075423,0.0014348333,0.000544036,0.0
221,0.0,600.0,0.00022900307,0.0004160863,0.0007358977,0.0008939224,0.0003779686,0.0
222,0.0,600.0,0.00023158369,0.00037938368,0.0006827554,0.0007975578,0.00038564726,0.0
223,0.0,600.0,0.00031698178,0.00042959017,0.000714206,0.00011734963,0.00046552275,0.0
224,0.0,630.0,0.00031999938,0.0004040766,0.00065289333,0.0010244619,0.0004903836,0.0
225,0.0,630.0,0.00030824676,0.00036467958,0.0005907159,0.0008881496,0.0004432841,0.0
226,0.0,630.0,0.00029384394,0.00035495503,0.00059535884,0.00011734963,0.0004303666,0.0
227,0.0,630.0,0.00023053572,0.00037124896,0.00063271145,0.0010748666,0.0003796614,0.0
228,0.0,630.0,0.00025693365,0.00032450058,0.0005735927,0.0013048998,0.0003840616,0.0
229,0.0,630.0,0.000218133,0.00038720443,0.00063542114,0.0009993302,0.0004135691,0.0
230,0.0,630.0,0.0002445179,0.00032361556,0.0005674417,0.00011734963,0.0003888133,0.0
231,0.0,630.0,0.00022756612,0.0004310608,0.00072781125,0.00085866236,0.00038378232,0.0
232,0.0,630.0,0.00026481372,0.00038602907,0.00063905964,0.0013993081,0.0004233801,0.0
233,0.0,630.0,0.00028408927,0.00039019668,0.00057166273,0.00011734963,0.00041954799,0.0
234,0.0,630.0,0.000242415,0.00035796122,0.00065738667,0.00011734963,0.00036981388,0.0
235,0.0,630.0,0.0002228726,0.00029646812,0.0005178143,0.00011734963,0.00036255192,0.0
236,0.0,630.0,0.00025668502,0.00033813828,0.0006085468,0.0010457675,0.0003810579,0.0
237,0.0,630.0,0.00027104586,0.00038913375,0.00059434405,0.00087852776,0.0003911358,0.0
238,0.0,630.0,0.0002691137,0.00033371436,0.00062297116,0.000901357,0.0003939605,0.0
239,0.0,660.0,0.00031014232,0.00038400362,0.00065501913,0.0010359796,0.00047625718,0.0
240,0.0,660.0,0.00026165502,0.00034475478,0.0005919975,0.00011734963,0.00038710563,0.0
241,0.0,660.0,0.00029588855,0.0003526636,0.00058182696,0.0007009029,0.00043934066,0.0
242,0.0,660.0,0.00022914883,0.00037361486,0.00065135746,0.0010388304,0.00038495768,0.0
243,0.0,660.0,0.00022631724,0.00035723226,0.00071032107,0.0012778491,0.00039453435,0.0
244,0.0,660.0,0.00027291267,0.0004217573,0.00068649894,0.0010843059,0.000503959,0.0
245,0.0,660.0,0.00022664656,0.00034234874,0.000576568,0.00011734963,0.0003977035,0.0
246,0.0,660.0,0.00024373022,0.00033428342,0.00058597274,0.00011734963,0.00038355874,0.0
247,0.0,660.0,0.00026705023,0.00040656215,0.0006416612,0.0013516698,0.00041829862,0.0
248,0.0,660.0,0.00028884277,0.00042838632,0.0005886828,0.00011734963,0.00040840244,0.0
249,0.0,660.0,0.00026945965,0.00035358832,0.0005504782,0.00083509367,0.00037672676,0.0
250,0.0,660.0,0.00027234876,0.0003492523,0.00065467367,0.0009487949,0.00040141112,0.0
251,0.0,660.0,0.00025485564,0.00038682894,0.00065440085,0.0015627195,0.00038335883,0.0
252,0.0,660.0,0.00022746294,0.00039015966,0.00069257524,0.0011204445,0.00038311665,0.0
253,0.0,660.0,0.00023311251,0.00035479013,0.00064387836,0.00079748314,0.00035645702,0.0
254,0.0,690.0,0.00034924844,0.0004174802,0.0006747764,0.0007151222,0.0005404241,0.0
255,0.0,690.0,0.00032434834,0.00034917763,0.0005616854,0.001028827,0.0004532567,0.0
256,0.0,690.0,0.0002545757,0.00037650287,0.0005961704,0.00082184316,0.00039735806,0.0
257,0.0,690.0,0.0002652068,0.00039466645,0.00059973204,0.0007950783,0.00039783304,0.0
258,0.0,690.0,0.00022505567,0.00039302537,0.0006923433,0.0008515263,0.00040913135,0.0
259,0.0,690.0,0.00028699083,0.00044402064,0.0006856396,0.0009348488,0.00041448025,0.0
260,0.0,690.0,0.00021694221,0.0003618795,0.00062278396,0.0010348154,0.00041956714,0.0
261,0.0,690.0,0.00022541052,0.00033715283,0.00056663324,0.00053419115,0.00039699938,0.0
262,0.0,690.0,0.0010545523,0.0011999948,0.001397175,0.0022128785,0.0005527741,0.0
263,0.0,690.0,0.00026299967,0.00039729392,0.000669321,0.00072614197,0.00041386197,0.0
264,0.0,690.0,0.00024474214,0.00038545302,0.00066823745,0.0007670632,0.00038933373,0.0
265,0.0,690.0,0.00022345223,0.00035551516,0.00063205423,0.0011924105,0.00036288466,0.0
266,0.0,690.0,0.00028034768,0.00035240213,0.0005665406,0.0013247036,0.00042554075,0.0
267,0.0,690.0,0.00032595627,0.000446197,0.00068119826,0.00011734963,0.00044264845,0.0
268,0.0,690.0,0.00023289036,0.00032504014,0.00062892056,0.00048382045,0.00035377053,0.0
269,0.0,720.0,0.00031576725,0.00038400717,0.0006120337,0.00011734963,0.00046894242,0.0
270,0.0,720.0,0.00025975623,0.00034213992,0.0005660584,0.000810895,0.00038672172,0.0
271,0.0,720.0,0.00028536445,0.00036942915,0.00061477494,0.0010316229,0.00044460563,0.0
272,0.0,720.0,0.00027831443,0.00035172864,0.0005213779,0.00064309116,0.00039700605,0.0
273,0.0,720.0,0.00022590841,0.0003610831,0.0006424654,0.00096821046,0.0003848764,0.0
274,0.0,720.0,0.0003010332,0.00041471227,0.000672976,0.00086267234,0.00044547726,0.0
275,0.0,720.0,0.00022547717,0.0003280447,0.00060847914,0.00088337826,0.00036542103,0.0
276,0.0,720.0,0.0002332183,0.0003360195,0.0005419999,0.00070340483,0.00040580516,0.0
277,0.0,720.0,0.00026233096,0.00036962065,0.0006075932,0.0008439089,0.00041643096,0.0
278,0.0,720.0,0.00028710454,0.00044865726,0.0006447241,0.00011734963,0.0004674785,0.0
279,0.0,720.0,0.0002625926,0.00039248454,0.00065211474,0.0013216113,0.0004369637,0.0
280,0.0,720.0,0.00024135956,0.00031648815,0.0006032301,0.0007824315,0.00036455854,0.0
281,0.0,720.0,0.00025576324,0.00037476973,0.000627303,0.00011734963,0.00039312823,0.0
282,0.0,720.0,0.00022499922,0.00034012747,0.000627593,0.0011938589,0.00038461474,0.0
